TARGET_DATE,OPEN_d1,MA_d1,RSI_d1,MACD_d1,TREND_d1,NEWS ISSUE_d1,NEGATIVE_d1,NEUTRAL_d1,POSITIVE_d1,AVERAGE NEWS_d1,OPEN_d2,MA_d2,RSI_d2,MACD_d2,TREND_d2,NEWS ISSUE_d2,NEGATIVE_d2,NEUTRAL_d2,POSITIVE_d2,AVERAGE NEWS_d2,OPEN_d3,MA_d3,RSI_d3,MACD_d3,TREND_d3,NEWS ISSUE_d3,NEGATIVE_d3,NEUTRAL_d3,POSITIVE_d3,AVERAGE NEWS_d3,OPEN_d4,MA_d4,RSI_d4,MACD_d4,TREND_d4,NEWS ISSUE_d4,NEGATIVE_d4,NEUTRAL_d4,POSITIVE_d4,AVERAGE NEWS_d4,OPEN_d5,MA_d5,RSI_d5,MACD_d5,TREND_d5,NEWS ISSUE_d5,NEGATIVE_d5,NEUTRAL_d5,POSITIVE_d5,AVERAGE NEWS_d5
2023-01-17,18846.62,17278.939000000002,98.87625797051912,168.66306330981075,1.0,12.0,3.0,5.0,4.0,0.0833333333333333,19930.01,17604.375,99.2437218930255,242.2045287245343,1.0,16.0,0.0,13.0,3.0,0.1875,20952.76,18014.615,99.39817646747164,343.9702765002386,1.0,9.0,1.0,7.0,1.0,0.0,20872.99,18418.729,97.95307620015008,456.0350674074028,1.0,9.0,2.0,3.0,4.0,0.2222222222222222,21185.65,18842.263,98.04325928345864,572.6293890333809,1.0,12.0,0.0,10.0,2.0,0.1666666666666666
2023-01-18,19930.01,17604.375,99.2437218930255,242.2045287245343,1.0,16.0,0.0,13.0,3.0,0.1875,20952.76,18014.615,99.39817646747164,343.9702765002386,1.0,9.0,1.0,7.0,1.0,0.0,20872.99,18418.729,97.95307620015008,456.0350674074028,1.0,9.0,2.0,3.0,4.0,0.2222222222222222,21185.65,18842.263,98.04325928345864,572.6293890333809,1.0,12.0,0.0,10.0,2.0,0.1666666666666666,21132.29,19261.109,97.01148444795638,683.7941999157534,1.0,16.0,1.0,7.0,8.0,0.4375
2023-01-19,20952.76,18014.615,99.39817646747164,343.9702765002386,1.0,9.0,1.0,7.0,1.0,0.0,20872.99,18418.729,97.95307620015008,456.0350674074028,1.0,9.0,2.0,3.0,4.0,0.2222222222222222,21185.65,18842.263,98.04325928345864,572.6293890333809,1.0,12.0,0.0,10.0,2.0,0.1666666666666666,21132.29,19261.109,97.01148444795638,683.7941999157534,1.0,16.0,1.0,7.0,8.0,0.4375,20677.47,19616.073,87.55803569539147,776.913562810201,1.0,19.0,3.0,7.0,9.0,0.3157894736842105
2023-01-20,20872.99,18418.729,97.95307620015008,456.0350674074028,1.0,9.0,2.0,3.0,4.0,0.2222222222222222,21185.65,18842.263,98.04325928345864,572.6293890333809,1.0,12.0,0.0,10.0,2.0,0.1666666666666666,21132.29,19261.109,97.01148444795638,683.7941999157534,1.0,16.0,1.0,7.0,8.0,0.4375,20677.47,19616.073,87.55803569539147,776.913562810201,1.0,19.0,3.0,7.0,9.0,0.3157894736842105,21071.59,20005.328,88.39980664700258,858.3581288817163,1.0,15.0,0.0,10.0,5.0,0.3333333333333333
2023-01-21,21185.65,18842.263,98.04325928345864,572.6293890333809,1.0,12.0,0.0,10.0,2.0,0.1666666666666666,21132.29,19261.109,97.01148444795638,683.7941999157534,1.0,16.0,1.0,7.0,8.0,0.4375,20677.47,19616.073,87.55803569539147,776.913562810201,1.0,19.0,3.0,7.0,9.0,0.3157894736842105,21071.59,20005.328,88.39980664700258,858.3581288817163,1.0,15.0,0.0,10.0,5.0,0.3333333333333333,22666.0,20527.864,90.81508952924897,951.6972082869444,1.0,8.0,0.0,3.0,5.0,0.625
2023-01-22,21132.29,19261.109,97.01148444795638,683.7941999157534,1.0,16.0,1.0,7.0,8.0,0.4375,20677.47,19616.073,87.55803569539147,776.913562810201,1.0,19.0,3.0,7.0,9.0,0.3157894736842105,21071.59,20005.328,88.39980664700258,858.3581288817163,1.0,15.0,0.0,10.0,5.0,0.3333333333333333,22666.0,20527.864,90.81508952924897,951.6972082869444,1.0,8.0,0.0,3.0,5.0,0.625,22783.35,21011.873,90.22687870159362,1047.3016897028024,1.0,10.0,0.0,8.0,2.0,0.2
2023-01-23,20677.47,19616.073,87.55803569539147,776.913562810201,1.0,19.0,3.0,7.0,9.0,0.3157894736842105,21071.59,20005.328,88.39980664700258,858.3581288817163,1.0,15.0,0.0,10.0,5.0,0.3333333333333333,22666.0,20527.864,90.81508952924897,951.6972082869444,1.0,8.0,0.0,3.0,5.0,0.625,22783.35,21011.873,90.22687870159362,1047.3016897028024,1.0,10.0,0.0,8.0,2.0,0.2,22706.02,21397.813,87.18140409560004,1135.69356893212,1.0,9.0,0.0,7.0,2.0,0.2222222222222222
2023-01-24,21071.59,20005.328,88.39980664700258,858.3581288817163,1.0,15.0,0.0,10.0,5.0,0.3333333333333333,22666.0,20527.864,90.81508952924897,951.6972082869444,1.0,8.0,0.0,3.0,5.0,0.625,22783.35,21011.873,90.22687870159362,1047.3016897028024,1.0,10.0,0.0,8.0,2.0,0.2,22706.02,21397.813,87.18140409560004,1135.69356893212,1.0,9.0,0.0,7.0,2.0,0.2222222222222222,22917.81,21696.593,84.59415148343362,1215.7215908565836,1.0,5.0,0.0,4.0,1.0,0.2
2023-01-25,22666.0,20527.864,90.81508952924897,951.6972082869444,1.0,8.0,0.0,3.0,5.0,0.625,22783.35,21011.873,90.22687870159362,1047.3016897028024,1.0,10.0,0.0,8.0,2.0,0.2,22706.02,21397.813,87.18140409560004,1135.69356893212,1.0,9.0,0.0,7.0,2.0,0.2222222222222222,22917.81,21696.593,84.59415148343362,1215.7215908565836,1.0,5.0,0.0,4.0,1.0,0.2,22631.94,21864.511,73.44254330611929,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714
2023-01-26,22783.35,21011.873,90.22687870159362,1047.3016897028024,1.0,10.0,0.0,8.0,2.0,0.2,22706.02,21397.813,87.18140409560004,1135.69356893212,1.0,9.0,0.0,7.0,2.0,0.2222222222222222,22917.81,21696.593,84.59415148343362,1215.7215908565836,1.0,5.0,0.0,4.0,1.0,0.2,22631.94,21864.511,73.44254330611929,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714,23060.42,22083.254,77.8285528180571,1332.333408175973,1.0,7.0,0.0,5.0,2.0,0.2857142857142857
2023-01-27,22706.02,21397.813,87.18140409560004,1135.69356893212,1.0,9.0,0.0,7.0,2.0,0.2222222222222222,22917.81,21696.593,84.59415148343362,1215.7215908565836,1.0,5.0,0.0,4.0,1.0,0.2,22631.94,21864.511,73.44254330611929,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714,23060.42,22083.254,77.8285528180571,1332.333408175973,1.0,7.0,0.0,5.0,2.0,0.2857142857142857,23009.65,22265.654,74.86165253659736,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333
2023-01-28,22917.81,21696.593,84.59415148343362,1215.7215908565836,1.0,5.0,0.0,4.0,1.0,0.2,22631.94,21864.511,73.44254330611929,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714,23060.42,22083.254,77.8285528180571,1332.333408175973,1.0,7.0,0.0,5.0,2.0,0.2857142857142857,23009.65,22265.654,74.86165253659736,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,23074.16,22459.841,76.38804712660863,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.1666666666666666
2023-01-29,22631.94,21864.511,73.44254330611929,1278.9803435982465,1.0,14.0,0.0,6.0,8.0,0.5714285714285714,23060.42,22083.254,77.8285528180571,1332.333408175973,1.0,7.0,0.0,5.0,2.0,0.2857142857142857,23009.65,22265.654,74.86165253659736,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,23074.16,22459.841,76.38804712660863,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.1666666666666666,23021.4,22694.234,85.7590948895311,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.1666666666666666
2023-01-30,23060.42,22083.254,77.8285528180571,1332.333408175973,1.0,7.0,0.0,5.0,2.0,0.2857142857142857,23009.65,22265.654,74.86165253659736,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,23074.16,22459.841,76.38804712660863,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.1666666666666666,23021.4,22694.234,85.7590948895311,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.1666666666666666,23743.37,22961.412,87.05412122355247,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.2142857142857142
2023-01-31,23009.65,22265.654,74.86165253659736,1372.8342604721136,1.0,6.0,0.0,4.0,2.0,0.3333333333333333,23074.16,22459.841,76.38804712660863,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.1666666666666666,23021.4,22694.234,85.7590948895311,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.1666666666666666,23743.37,22961.412,87.05412122355247,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.2142857142857142,22827.38,22977.55,52.756917063570725,1425.4346701933323,1.0,19.0,0.0,11.0,8.0,0.4210526315789473
2023-02-01,23074.16,22459.841,76.38804712660863,1401.056725894818,1.0,6.0,0.0,5.0,1.0,0.1666666666666666,23021.4,22694.234,85.7590948895311,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.1666666666666666,23743.37,22961.412,87.05412122355247,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.2142857142857142,22827.38,22977.55,52.756917063570725,1425.4346701933323,1.0,19.0,0.0,11.0,8.0,0.4210526315789473,23125.13,23011.728,55.499771499926034,1410.3455110315754,1.0,16.0,1.0,10.0,5.0,0.25
2023-02-02,23021.4,22694.234,85.7590948895311,1416.068821355559,1.0,12.0,2.0,6.0,4.0,0.1666666666666666,23743.37,22961.412,87.05412122355247,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.2142857142857142,22827.38,22977.55,52.756917063570725,1425.4346701933323,1.0,19.0,0.0,11.0,8.0,0.4210526315789473,23125.13,23011.728,55.499771499926034,1410.3455110315754,1.0,16.0,1.0,10.0,5.0,0.25,23731.41,23114.267,64.09986331772168,1396.100802212304,1.0,8.0,0.0,3.0,5.0,0.625
2023-02-03,23743.37,22961.412,87.05412122355247,1430.3050564026412,1.0,14.0,0.0,11.0,3.0,0.2142857142857142,22827.38,22977.55,52.756917063570725,1425.4346701933323,1.0,19.0,0.0,11.0,8.0,0.4210526315789473,23125.13,23011.728,55.499771499926034,1410.3455110315754,1.0,16.0,1.0,10.0,5.0,0.25,23731.41,23114.267,64.09986331772168,1396.100802212304,1.0,8.0,0.0,3.0,5.0,0.625,23489.33,23171.419,57.7938938376527,1376.087868537909,1.0,8.0,0.0,3.0,5.0,0.625
2023-02-04,22827.38,22977.55,52.756917063570725,1425.4346701933323,1.0,19.0,0.0,11.0,8.0,0.4210526315789473,23125.13,23011.728,55.499771499926034,1410.3455110315754,1.0,16.0,1.0,10.0,5.0,0.25,23731.41,23114.267,64.09986331772168,1396.100802212304,1.0,8.0,0.0,3.0,5.0,0.625,23489.33,23171.419,57.7938938376527,1376.087868537909,1.0,8.0,0.0,3.0,5.0,0.625,23431.9,23251.415,61.63402190795873,1349.4559896118076,1.0,3.0,1.0,2.0,0.0,-0.3333333333333333
2023-02-05,23125.13,23011.728,55.499771499926034,1410.3455110315754,1.0,16.0,1.0,10.0,5.0,0.25,23731.41,23114.267,64.09986331772168,1396.100802212304,1.0,8.0,0.0,3.0,5.0,0.625,23489.33,23171.419,57.7938938376527,1376.087868537909,1.0,8.0,0.0,3.0,5.0,0.625,23431.9,23251.415,61.63402190795873,1349.4559896118076,1.0,3.0,1.0,2.0,0.0,-0.3333333333333333,23327.66,23278.139000000003,54.29124729428545,1315.3327996463206,1.0,9.0,0.0,6.0,3.0,0.3333333333333333
2023-02-06,23731.41,23114.267,64.09986331772168,1396.100802212304,1.0,8.0,0.0,3.0,5.0,0.625,23489.33,23171.419,57.7938938376527,1376.087868537909,1.0,8.0,0.0,3.0,5.0,0.625,23431.9,23251.415,61.63402190795873,1349.4559896118076,1.0,3.0,1.0,2.0,0.0,-0.3333333333333333,23327.66,23278.139000000003,54.29124729428545,1315.3327996463206,1.0,9.0,0.0,6.0,3.0,0.3333333333333333,22932.91,23270.465000000004,48.89032205821108,1269.0070798431789,-1.0,14.0,3.0,5.0,6.0,0.2142857142857142
2023-02-07,23489.33,23171.419,57.7938938376527,1376.087868537909,1.0,8.0,0.0,3.0,5.0,0.625,23431.9,23251.415,61.63402190795873,1349.4559896118076,1.0,3.0,1.0,2.0,0.0,-0.3333333333333333,23327.66,23278.139000000003,54.29124729428545,1315.3327996463206,1.0,9.0,0.0,6.0,3.0,0.3333333333333333,22932.91,23270.465000000004,48.89032205821108,1269.0070798431789,-1.0,14.0,3.0,5.0,6.0,0.2142857142857142,22762.52,23239.301,45.62750446173014,1211.8507247586094,-1.0,13.0,0.0,7.0,6.0,0.4615384615384615
2023-02-08,23431.9,23251.415,61.63402190795873,1349.4559896118076,1.0,3.0,1.0,2.0,0.0,-0.3333333333333333,23327.66,23278.139000000003,54.29124729428545,1315.3327996463206,1.0,9.0,0.0,6.0,3.0,0.3333333333333333,22932.91,23270.465000000004,48.89032205821108,1269.0070798431789,-1.0,14.0,3.0,5.0,6.0,0.2142857142857142,22762.52,23239.301,45.62750446173014,1211.8507247586094,-1.0,13.0,0.0,7.0,6.0,0.4615384615384615,23242.42,23261.403,52.769132851222025,1155.796639166448,1.0,4.0,0.0,3.0,1.0,0.25
2023-02-09,23327.66,23278.139000000003,54.29124729428545,1315.3327996463206,1.0,9.0,0.0,6.0,3.0,0.3333333333333333,22932.91,23270.465000000004,48.89032205821108,1269.0070798431789,-1.0,14.0,3.0,5.0,6.0,0.2142857142857142,22762.52,23239.301,45.62750446173014,1211.8507247586094,-1.0,13.0,0.0,7.0,6.0,0.4615384615384615,23242.42,23261.403,52.769132851222025,1155.796639166448,1.0,4.0,0.0,3.0,1.0,0.25,22961.85,23183.251,38.99075331466338,1096.2612577107325,-1.0,12.0,0.0,6.0,6.0,0.5
2023-02-10,22932.91,23270.465000000004,48.89032205821108,1269.0070798431789,-1.0,14.0,3.0,5.0,6.0,0.2142857142857142,22762.52,23239.301,45.62750446173014,1211.8507247586094,-1.0,13.0,0.0,7.0,6.0,0.4615384615384615,23242.42,23261.403,52.769132851222025,1155.796639166448,1.0,4.0,0.0,3.0,1.0,0.25,22961.85,23183.251,38.99075331466338,1096.2612577107325,-1.0,12.0,0.0,6.0,6.0,0.5,21797.83,23080.296,36.44405002356868,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0
2023-02-11,22762.52,23239.301,45.62750446173014,1211.8507247586094,-1.0,13.0,0.0,7.0,6.0,0.4615384615384615,23242.42,23261.403,52.769132851222025,1155.796639166448,1.0,4.0,0.0,3.0,1.0,0.25,22961.85,23183.251,38.99075331466338,1096.2612577107325,-1.0,12.0,0.0,6.0,6.0,0.5,21797.83,23080.296,36.44405002356868,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0,21625.19,22930.302000000003,29.57764888489497,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333
2023-02-12,23242.42,23261.403,52.769132851222025,1155.796639166448,1.0,4.0,0.0,3.0,1.0,0.25,22961.85,23183.251,38.99075331466338,1096.2612577107325,-1.0,12.0,0.0,6.0,6.0,0.5,21797.83,23080.296,36.44405002356868,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0,21625.19,22930.302000000003,29.57764888489497,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333,21862.02,22743.363,21.700349697988106,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.4761904761904761
2023-02-13,22961.85,23183.251,38.99075331466338,1096.2612577107325,-1.0,12.0,0.0,6.0,6.0,0.5,21797.83,23080.296,36.44405002356868,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0,21625.19,22930.302000000003,29.57764888489497,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333,21862.02,22743.363,21.700349697988106,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.4761904761904761,21782.37,22572.667,22.82274345469712,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077
2023-02-14,21797.83,23080.296,36.44405002356868,1016.5949501086764,-1.0,8.0,1.0,6.0,1.0,0.0,21625.19,22930.302000000003,29.57764888489497,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333,21862.02,22743.363,21.700349697988106,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.4761904761904761,21782.37,22572.667,22.82274345469712,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077,21774.63,22406.94,23.189667166009315,642.9509385279309,-1.0,10.0,1.0,4.0,5.0,0.4
2023-02-15,21625.19,22930.302000000003,29.57764888489497,923.4158115880902,-1.0,6.0,0.0,4.0,2.0,0.3333333333333333,21862.02,22743.363,21.700349697988106,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.4761904761904761,21782.37,22572.667,22.82274345469712,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077,21774.63,22406.94,23.189667166009315,642.9509385279309,-1.0,10.0,1.0,4.0,5.0,0.4,22199.84,22294.158,33.47128997274085,564.3475091124909,-1.0,9.0,1.0,6.0,2.0,0.1111111111111111
2023-02-16,21862.02,22743.363,21.700349697988106,828.3255297553443,-1.0,21.0,2.0,7.0,12.0,0.4761904761904761,21782.37,22572.667,22.82274345469712,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077,21774.63,22406.94,23.189667166009315,642.9509385279309,-1.0,10.0,1.0,4.0,5.0,0.4,22199.84,22294.158,33.47128997274085,564.3475091124909,-1.0,9.0,1.0,6.0,2.0,0.1111111111111111,24322.87,22433.154,63.52106428429683,530.1651554942218,1.0,8.0,1.0,7.0,0.0,-0.125
2023-02-17,21782.37,22572.667,22.82274345469712,733.8634793563391,-1.0,13.0,0.0,9.0,4.0,0.3076923076923077,21774.63,22406.94,23.189667166009315,642.9509385279309,-1.0,10.0,1.0,4.0,5.0,0.4,22199.84,22294.158,33.47128997274085,564.3475091124909,-1.0,9.0,1.0,6.0,2.0,0.1111111111111111,24322.87,22433.154,63.52106428429683,530.1651554942218,1.0,8.0,1.0,7.0,0.0,-0.125,23517.72,22508.674,56.53882252707482,511.5629154302508,1.0,9.0,0.0,5.0,4.0,0.4444444444444444
2023-02-18,21774.63,22406.94,23.189667166009315,642.9509385279309,-1.0,10.0,1.0,4.0,5.0,0.4,22199.84,22294.158,33.47128997274085,564.3475091124909,-1.0,9.0,1.0,6.0,2.0,0.1111111111111111,24322.87,22433.154,63.52106428429683,530.1651554942218,1.0,8.0,1.0,7.0,0.0,-0.125,23517.72,22508.674,56.53882252707482,511.5629154302508,1.0,9.0,0.0,5.0,4.0,0.4444444444444444,24568.24,22641.256,60.44716139037032,519.2956265536823,1.0,8.0,1.0,4.0,3.0,0.25
2023-02-19,22199.84,22294.158,33.47128997274085,564.3475091124909,-1.0,9.0,1.0,6.0,2.0,0.1111111111111111,24322.87,22433.154,63.52106428429683,530.1651554942218,1.0,8.0,1.0,7.0,0.0,-0.125,23517.72,22508.674,56.53882252707482,511.5629154302508,1.0,9.0,0.0,5.0,4.0,0.4444444444444444,24568.24,22641.256,60.44716139037032,519.2956265536823,1.0,8.0,1.0,4.0,3.0,0.25,24632.05,22808.276,63.62627680057437,542.9636849002317,1.0,14.0,0.0,4.0,10.0,0.7142857142857143
2023-02-20,24322.87,22433.154,63.52106428429683,530.1651554942218,1.0,8.0,1.0,7.0,0.0,-0.125,23517.72,22508.674,56.53882252707482,511.5629154302508,1.0,9.0,0.0,5.0,4.0,0.4444444444444444,24568.24,22641.256,60.44716139037032,519.2956265536823,1.0,8.0,1.0,4.0,3.0,0.25,24632.05,22808.276,63.62627680057437,542.9636849002317,1.0,14.0,0.0,4.0,10.0,0.7142857142857143,24272.51,23055.744,73.24027257086614,568.4052166587163,1.0,21.0,0.0,11.0,10.0,0.4761904761904761
2023-02-21,23517.72,22508.674,56.53882252707482,511.5629154302508,1.0,9.0,0.0,5.0,4.0,0.4444444444444444,24568.24,22641.256,60.44716139037032,519.2956265536823,1.0,8.0,1.0,4.0,3.0,0.25,24632.05,22808.276,63.62627680057437,542.9636849002317,1.0,14.0,0.0,4.0,10.0,0.7142857142857143,24272.51,23055.744,73.24027257086614,568.4052166587163,1.0,21.0,0.0,11.0,10.0,0.4761904761904761,24843.89,23377.614,78.1214287960915,601.4451637817097,1.0,9.0,2.0,4.0,3.0,0.1111111111111111
